player,player_id,team,nationality,pos,overall,market_value,transfer_open,pace_score,shoot_score,pass_score,dribble_score,defense_score,physic_score,goals,xg_total,assists,key_passes,passes_total,pass_completion,dribbles_total,dribbles_won,pressures,progressive_passes,formations,best_formation,strengths,weaknesses,systems,competitions
Bernardo Mota Veiga de Carvalho e Silva,3193.0,Portugal,PT,RM,61,3-8M€,43,45,64,66,72,55,53,1.0,0.882166094,0.0,0.0,83.0,0.927710843373494,1.0,1.0,23.0,15.0,"['4-4-2', '4-2-3-1']",4-4-2,['Précision passe'],['Travail défensif'],"['Ailier rentrant', 'Contre-attaque']",['UEFA Euro 2024']
Ronald Federico Araújo da Silva,32480.0,Barcelona,EU,CB,61,3-8M€,43,56,47,73,72,59,60,0.0,0.607053906,0.0,0.0,134.0,0.9328358208955224,1.0,1.0,21.0,71.0,"['4-3-3', '3-5-2', '5-3-2']",4-3-3,"['Précision passe', 'Passes progressives']","['Travail défensif', 'Finition']","['Ligne haute', 'Sortie balle au sol', 'Couverture zone']",['La Liga 2020/21']
Vinícius José Paixão de Oliveira Júnior,18395.0,Brazil,BR,LW,60,2-7M€,66,64,47,53,83,60,45,0.0,0.330003712,0.0,0.0,51.0,0.7058823529411765,10.0,7.0,31.0,9.0,"['4-3-3', '4-2-3-1', '3-4-3']",4-3-3,['Dribble efficace'],"['Jeu de passe', 'Finition']","['Haute pression', 'Ailier haut', 'Contre-pressing']",['FIFA World Cup 2022']
Kyle Walker,3205.0,England,EN,CB,60,2-7M€,36,56,40,68,66,62,55,0.0,0.0,0.0,0.0,105.0,0.8952380952380953,3.0,2.0,25.0,45.0,"['4-3-3', '3-5-2', '5-3-2']",4-3-3,"['Précision passe', 'Passes progressives']",['Finition'],"['Ligne haute', 'Sortie balle au sol', 'Couverture zone']",['UEFA Euro 2024']
Gerard Piqué Bernabéu,5213.0,Barcelona,EU,CB,60,2-7M€,11,58,43,78,72,51,63,0.0,0.257458865,0.0,0.0,164.0,0.975609756097561,1.0,1.0,9.0,81.0,"['4-3-3', '3-5-2', '5-3-2']",4-3-3,"['Précision passe', 'Passes progressives']","['Travail défensif', 'Finition']","['Ligne haute', 'Sortie balle au sol', 'Couverture zone']",['La Liga 2020/21']
Grejohn Kyei,7367.0,Clermont Foot,EU,ST,60,2-7M€,53,45,75,55,59,52,45,1.0,1.22800635,0.0,0.0,28.0,0.7857142857142857,2.0,1.0,19.0,5.0,"['4-3-3', '4-4-2', '4-2-3-1']",4-3-3,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Dribble']","['Attaque directe', 'Pressing avant', 'Profondeur']",['Ligue 1 2022/23']
Harry Souttar,22293.0,Australia,EU,CB,60,2-7M€,84,52,41,66,40,63,56,0.0,0.06809473,0.0,0.0,111.0,0.8288288288288288,0.0,0.0,26.0,60.0,"['4-3-3', '3-5-2', '5-3-2']",4-3-3,['Passes progressives'],"['Finition', 'Dribble']","['Ligne haute', 'Sortie balle au sol', 'Couverture zone']",['FIFA World Cup 2022']
Vinícius José Paixão de Oliveira Júnior,18395.0,Real Madrid,ES,LM,60,2-7M€,24,64,47,53,83,60,46,0.0,0.330003712,0.0,0.0,51.0,0.7058823529411765,10.0,7.0,31.0,9.0,"['4-4-2', '4-2-3-1']",4-4-2,['Dribble efficace'],"['Jeu de passe', 'Finition']","['Ailier rentrant', 'Contre-attaque']",['La Liga 2020/21']
Nathan Aké,3306.0,Netherlands,NL,LB,60,2-7M€,64,50,40,70,72,61,59,0.0,0.0,0.0,0.0,139.0,0.8920863309352518,1.0,1.0,23.0,42.0,"['4-3-3', '4-2-3-1', '3-4-3']",4-3-3,"['Précision passe', 'Passes progressives']",['Finition'],"['Piston offensif', 'Débordement', 'Centres']",['UEFA Euro 2024']
Mert Kömür,316237.0,Augsburg,EU,CAM,60,2-7M€,34,45,82,62,45,53,43,1.0,0.10435216,0.0,0.0,17.0,0.9411764705882352,2.0,0.0,20.0,4.0,"['4-2-3-1', '4-3-3', '3-4-3']",4-2-3-1,"['Finition', 'Précision passe']","['Jeu de passe', 'Travail défensif', 'Dribble']","['Jeu de possession', 'Milieu créatif', 'Entre les lignes']",['Bundesliga 2023/24']
Cristiano Ronaldo dos Santos Aveiro,5207.0,Portugal,PT,ST,60,2-7M€,50,43,67,57,72,49,45,1.0,1.198988801,0.0,0.0,28.0,0.8214285714285714,1.0,1.0,14.0,3.0,"['4-3-3', '4-4-2', '4-2-3-1']",4-3-3,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif']","['Attaque directe', 'Pressing avant', 'Profondeur']",['UEFA Euro 2024']
Hugo Magnetti,23206.0,Stade Brestois,EU,CM,60,2-7M€,79,48,40,59,74,71,49,0.0,0.022160351,0.0,0.0,48.0,0.8125,2.0,2.0,47.0,17.0,"['4-3-3', '4-2-3-1', '3-5-2']",4-3-3,['Dribble réussi'],"['Jeu de passe', 'Finition']","['Box-to-box', 'Pressing collectif', 'Transitions']",['Ligue 1 2022/23']
Strahinja Pavlović,27719.0,Serbia,RS,CB,60,2-7M€,28,52,41,64,72,63,59,0.0,0.098937765,0.0,0.0,125.0,0.776,1.0,1.0,26.0,51.0,"['4-3-3', '3-5-2', '5-3-2']",4-3-3,['Passes progressives'],"['Jeu de passe', 'Finition']","['Ligne haute', 'Sortie balle au sol', 'Couverture zone']",['FIFA World Cup 2022']
Tijjani Reijnders,21582.0,Netherlands,NL,CDM,60,2-7M€,80,56,42,68,56,64,59,0.0,0.187194776,0.0,0.0,112.0,0.9107142857142856,4.0,1.0,27.0,35.0,"['4-2-3-1', '4-3-3', '3-5-2']",4-2-3-1,"['Précision passe', 'Passes progressives']","['Finition', 'Dribble']","['Double pivot', 'Récupération', 'Bloc bas']",['UEFA Euro 2024']
Romano Schmid,8784.0,Werder Bremen,EU,CM,60,2-7M€,83,57,63,61,57,72,49,1.0,0.21430418,0.0,0.0,85.0,0.8,5.0,1.0,49.0,28.0,"['4-3-3', '4-2-3-1', '3-5-2']",4-3-3,['Passes progressives'],"['Jeu de passe', 'Dribble']","['Box-to-box', 'Pressing collectif', 'Transitions']",['Bundesliga 2023/24']
Aymeric Laporte,4353.0,Spain,ES,CB,60,2-7M€,90,58,41,77,40,50,64,0.0,0.097933225,0.0,0.0,168.0,0.9345238095238096,0.0,0.0,7.0,90.0,"['4-3-3', '3-5-2', '5-3-2']",4-3-3,"['Précision passe', 'Passes progressives']","['Travail défensif', 'Finition', 'Dribble']","['Ligne haute', 'Sortie balle au sol', 'Couverture zone']",['UEFA Euro 2024']
Marc Cucurella Saseta,17620.0,Spain,ES,LB,60,2-7M€,33,49,40,67,45,64,55,0.0,0.0,0.0,0.0,101.0,0.9207920792079208,2.0,0.0,27.0,24.0,"['4-3-3', '4-2-3-1', '3-4-3']",4-3-3,"['Précision passe', 'Passes progressives']","['Finition', 'Dribble']","['Piston offensif', 'Débordement', 'Centres']",['UEFA Euro 2024']
Patrik Schick,7044.0,Bayer Leverkusen,DE,ST,59,1-6M€,43,46,69,60,59,67,54,3.0,1.851014284,0.0,0.0,44.0,0.8636363636363636,2.0,1.0,41.0,7.0,"['4-3-3', '4-4-2', '4-2-3-1']",4-3-3,['Efficacité but'],"['Jeu de passe', 'Dribble']","['Attaque directe', 'Pressing avant', 'Profondeur']",['Bundesliga 2023/24']
Romano Schmid,8784.0,Austria,AT,RW,59,1-6M€,35,57,63,61,57,72,46,1.0,0.21430418,0.0,0.0,85.0,0.8,5.0,1.0,49.0,28.0,"['4-3-3', '4-2-3-1', '3-4-3']",4-3-3,['Passes progressives'],"['Jeu de passe', 'Dribble']","['Haute pression', 'Ailier haut', 'Contre-pressing']",['UEFA Euro 2024']
Maximilian Beier,35242.0,Hoffenheim,EU,ST,59,1-6M€,85,42,65,55,72,48,42,1.0,0.345391153,0.0,0.0,16.0,0.8125,1.0,1.0,12.0,1.0,"['4-3-3', '4-4-2', '4-2-3-1']",4-3-3,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif']","['Attaque directe', 'Pressing avant', 'Profondeur']",['Bundesliga 2023/24']
Memphis Depay,2988.0,Netherlands,NL,ST,59,1-6M€,60,57,57,57,69,66,56,1.0,0.794718689,0.0,0.0,80.0,0.7125,5.0,3.0,39.0,31.0,"['4-3-3', '4-4-2', '4-2-3-1']",4-3-3,['Passes progressives'],"['Jeu de passe', 'Finition']","['Attaque directe', 'Pressing avant', 'Profondeur']",['UEFA Euro 2024']
Aaron Mooy,3281.0,Australia,EU,CDM,59,1-6M€,61,57,40,65,45,68,62,0.0,0.039191317,0.0,0.0,152.0,0.743421052631579,2.0,0.0,34.0,62.0,"['4-2-3-1', '4-3-3', '3-5-2']",4-2-3-1,['Passes progressives'],"['Finition', 'Dribble']","['Double pivot', 'Récupération', 'Bloc bas']",['FIFA World Cup 2022']
Ismaïla Sarr,2941.0,Senegal,SN,LW,59,1-6M€,76,50,63,49,71,49,46,1.0,0.849701335,0.0,0.0,23.0,0.6521739130434783,4.0,3.0,13.0,8.0,"['4-3-3', '4-2-3-1', '3-4-3']",4-3-3,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif']","['Haute pression', 'Ailier haut', 'Contre-pressing']",['FIFA World Cup 2022']
Julián Álvarez,29560.0,Argentina,AR,ST,59,1-6M€,42,42,84,59,42,52,44,1.0,0.28060678,0.0,0.0,17.0,0.8823529411764706,1.0,0.0,19.0,1.0,"['4-3-3', '4-4-2', '4-2-3-1']",4-3-3,"['Finition', 'Précision passe']","['Jeu de passe', 'Travail défensif', 'Dribble']","['Attaque directe', 'Pressing avant', 'Profondeur']",['FIFA World Cup 2022']
Francisco António Machado Mota de Castro Trincão,22390.0,Barcelona,EU,RW,59,1-6M€,71,48,55,62,76,48,54,1.0,0.127635487,0.0,0.0,84.0,0.8571428571428571,3.0,3.0,12.0,8.0,"['4-3-3', '4-2-3-1', '3-4-3']",4-3-3,['Dribble réussi'],"['Jeu de passe', 'Travail défensif', 'Finition']","['Haute pression', 'Ailier haut', 'Contre-pressing']",['La Liga 2020/21']
Marc Guehi,34526.0,England,EN,CB,58,1-6M€,41,49,41,71,40,57,57,0.0,0.117154144,0.0,0.0,114.0,0.9473684210526316,0.0,0.0,18.0,48.0,"['4-3-3', '3-5-2', '5-3-2']",4-3-3,"['Précision passe', 'Passes progressives']","['Travail défensif', 'Finition', 'Dribble']","['Ligne haute', 'Sortie balle au sol', 'Couverture zone']",['UEFA Euro 2024']
Cody Mathès Gakpo,20750.0,Netherlands,NL,LW,58,1-6M€,90,50,61,54,66,68,55,1.0,0.27689075,0.0,0.0,64.0,0.703125,3.0,2.0,43.0,19.0,"['4-3-3', '4-2-3-1', '3-4-3']",4-3-3,"['Polyvalence', 'Discipline tactique']",['Jeu de passe'],"['Haute pression', 'Ailier haut', 'Contre-pressing']",['UEFA Euro 2024']
Haris Belkebla,7325.0,Stade Brestois,EU,CM,58,1-6M€,77,43,40,58,72,66,47,0.0,0.0,0.0,0.0,35.0,0.8285714285714286,1.0,1.0,39.0,7.0,"['4-3-3', '4-2-3-1', '3-5-2']",4-3-3,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Finition']","['Box-to-box', 'Pressing collectif', 'Transitions']",['Ligue 1 2022/23']
Jules Koundé,4445.0,France,FR,RB,58,1-6M€,70,51,90,64,72,59,58,1.0,0.7835,0.0,0.0,128.0,0.796875,1.0,1.0,22.0,43.0,"['4-3-3', '4-2-3-1', '3-4-3']",4-3-3,"['Finition', 'Passes progressives']","['Jeu de passe', 'Travail défensif']","['Piston offensif', 'Débordement', 'Centres']",['UEFA Euro 2024']
Daniel Olmo Carvajal,16532.0,Spain,ES,CAM,58,1-6M€,81,53,58,61,64,60,53,1.0,0.34600069,0.0,0.0,72.0,0.8194444444444444,4.0,2.0,31.0,21.0,"['4-2-3-1', '4-3-3', '3-4-3']",4-2-3-1,['Passes progressives'],"['Jeu de passe', 'Finition']","['Jeu de possession', 'Milieu créatif', 'Entre les lignes']",['UEFA Euro 2024']
John Stones,3244.0,England,EN,CB,58,1-6M€,46,52,40,72,40,54,57,0.0,0.0,0.0,0.0,122.0,0.9344262295081968,0.0,0.0,13.0,61.0,"['4-3-3', '3-5-2', '5-3-2']",4-3-3,"['Précision passe', 'Passes progressives']","['Travail défensif', 'Finition', 'Dribble']","['Ligne haute', 'Sortie balle au sol', 'Couverture zone']",['UEFA Euro 2024']
Santiago Mina Lorenzo,6594.0,Celta Vigo,EU,ST,58,1-6M€,73,41,86,55,40,64,46,2.0,0.397081994,0.0,0.0,28.0,0.7857142857142857,0.0,0.0,37.0,4.0,"['4-3-3', '4-4-2', '4-2-3-1']",4-3-3,['Finition'],"['Jeu de passe', 'Dribble']","['Attaque directe', 'Pressing avant', 'Profondeur']",['La Liga 2020/21']
Nicolás Alejandro Tagliafico,5507.0,Lyon,EU,LWB,58,1-6M€,25,48,46,52,76,73,45,0.0,0.56950039,0.0,0.0,35.0,0.7142857142857143,3.0,3.0,39.0,8.0,"['3-4-3', '3-5-2', '5-3-2']",3-4-3,['Dribble réussi'],"['Jeu de passe', 'Finition']","['Piston gauche', '3 derrière', 'Transitions']",['Ligue 1 2022/23']
Rodrigo Hernández Cascante,6765.0,Spain,ES,CDM,58,1-6M€,55,52,40,69,45,64,54,0.0,0.0,0.0,0.0,88.0,0.9431818181818182,2.0,0.0,28.0,37.0,"['4-2-3-1', '4-3-3', '3-5-2']",4-2-3-1,"['Précision passe', 'Passes progressives']","['Finition', 'Dribble']","['Double pivot', 'Récupération', 'Bloc bas']",['UEFA Euro 2024']
Arnaud Kalimuendo Muinga,35705.0,Rennes,EU,ST,58,1-6M€,11,45,68,61,59,62,45,1.0,0.629799025,0.0,0.0,22.0,0.9090909090909092,2.0,1.0,34.0,4.0,"['4-3-3', '4-4-2', '4-2-3-1']",4-3-3,['Précision passe'],"['Jeu de passe', 'Dribble']","['Attaque directe', 'Pressing avant', 'Profondeur']",['Ligue 1 2022/23']
Aurélien Djani Tchouaméni,10481.0,France,FR,CDM,58,1-6M€,56,49,45,71,40,59,59,0.0,0.106612176,0.0,0.0,124.0,0.9435483870967742,0.0,0.0,22.0,45.0,"['4-2-3-1', '4-3-3', '3-5-2']",4-2-3-1,"['Précision passe', 'Passes progressives']","['Travail défensif', 'Finition', 'Dribble']","['Double pivot', 'Récupération', 'Bloc bas']",['UEFA Euro 2024']
Milos Veljkovic,6321.0,Serbia,RS,CB,58,1-6M€,24,54,40,72,40,58,50,0.0,0.0,0.0,0.0,138.0,0.9057971014492754,0.0,0.0,20.0,72.0,"['4-3-3', '3-5-2', '5-3-2']",4-3-3,"['Précision passe', 'Passes progressives']","['Travail défensif', 'Finition', 'Dribble']","['Ligne haute', 'Sortie balle au sol', 'Couverture zone']",['FIFA World Cup 2022']
Nicholas Williams Arthuer,68574.0,Spain,ES,LW,58,1-6M€,10,60,56,61,59,63,56,1.0,0.22964415,0.0,0.0,90.0,0.7888888888888889,6.0,1.0,35.0,32.0,"['4-3-3', '4-2-3-1', '3-4-3']",4-3-3,['Passes progressives'],"['Jeu de passe', 'Finition', 'Dribble']","['Haute pression', 'Ailier haut', 'Contre-pressing']",['UEFA Euro 2024']
Theo Bernard François Hernández,6704.0,France,FR,LB,57,1-6M€,21,55,68,66,64,55,56,1.0,0.922883904,0.0,0.0,101.0,0.8811881188118812,4.0,2.0,16.0,29.0,"['4-3-3', '4-2-3-1', '3-4-3']",4-3-3,"['Précision passe', 'Passes progressives']",['Travail défensif'],"['Piston offensif', 'Débordement', 'Centres']",['UEFA Euro 2024']
Raphael Dias Belloli,10595.0,Brazil,BR,RW,57,1-6M€,44,51,58,57,64,49,46,0.0,0.541620616,0.0,0.0,35.0,0.8,4.0,2.0,14.0,13.0,"['4-3-3', '4-2-3-1', '3-4-3']",4-3-3,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Haute pression', 'Ailier haut', 'Contre-pressing']",['FIFA World Cup 2022']
Carlos Henrique Casimiro,5539.0,Brazil,BR,CDM,57,1-6M€,33,48,45,64,40,72,49,0.0,0.0803182387,0.0,0.0,99.0,0.8282828282828283,0.0,0.0,38.0,39.0,"['4-2-3-1', '4-3-3', '3-5-2']",4-2-3-1,['Passes progressives'],"['Jeu de passe', 'Finition', 'Dribble']","['Double pivot', 'Récupération', 'Bloc bas']",['FIFA World Cup 2022']
Milos Veljkovic,6321.0,Werder Bremen,EU,CB,57,1-6M€,63,54,40,72,40,58,47,0.0,0.0,0.0,0.0,138.0,0.9057971014492754,0.0,0.0,20.0,72.0,"['4-3-3', '3-5-2', '5-3-2']",4-3-3,"['Précision passe', 'Passes progressives']","['Travail défensif', 'Finition', 'Dribble']","['Ligne haute', 'Sortie balle au sol', 'Couverture zone']",['Bundesliga 2023/24']
Nikola Milenković,5603.0,Serbia,RS,CB,57,1-6M€,78,47,41,66,40,59,56,0.0,0.092698877,0.0,0.0,108.0,0.8611111111111112,0.0,0.0,21.0,36.0,"['4-3-3', '3-5-2', '5-3-2']",4-3-3,['Passes progressives'],"['Travail défensif', 'Finition', 'Dribble']","['Ligne haute', 'Sortie balle au sol', 'Couverture zone']",['FIFA World Cup 2022']
N'Golo Kanté,3961.0,France,FR,CM,57,1-6M€,26,47,53,67,40,58,57,0.0,0.076374052,0.0,0.0,104.0,0.8846153846153846,0.0,0.0,27.0,37.0,"['4-3-3', '4-2-3-1', '3-5-2']",4-3-3,"['Précision passe', 'Passes progressives']","['Travail défensif', 'Finition', 'Dribble']","['Box-to-box', 'Pressing collectif', 'Transitions']",['UEFA Euro 2024']
Saša Lukić,6687.0,Serbia,RS,CDM,57,1-6M€,58,50,40,67,42,67,54,0.0,0.0,0.0,0.0,90.0,0.9,1.0,0.0,32.0,38.0,"['4-2-3-1', '4-3-3', '3-5-2']",4-2-3-1,"['Précision passe', 'Passes progressives']","['Finition', 'Dribble']","['Double pivot', 'Récupération', 'Bloc bas']",['FIFA World Cup 2022']
Samuel Yves Umtiti,5492.0,Barcelona,EU,CB,57,1-6M€,33,49,40,73,40,53,59,0.0,0.0,0.0,0.0,134.0,0.9701492537313432,0.0,0.0,12.0,45.0,"['4-3-3', '3-5-2', '5-3-2']",4-3-3,"['Précision passe', 'Passes progressives']","['Travail défensif', 'Finition', 'Dribble']","['Ligne haute', 'Sortie balle au sol', 'Couverture zone']",['La Liga 2020/21']
Sael Kumbedi Nseke,181010.0,Lyon,EU,RWB,57,1-6M€,45,50,40,57,64,68,47,0.0,0.025556277,0.0,0.0,37.0,0.8108108108108109,4.0,2.0,34.0,8.0,"['3-4-3', '3-5-2', '5-3-2']",3-4-3,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Finition']","['Piston droit', '3 derrière', 'Transitions']",['Ligue 1 2022/23']
Marc-André ter Stegen,20055.0,Barcelona,EU,GK,57,1-6M€,56,61,41,79,40,44,64,0.0,0.057932165,0.0,0.0,186.0,0.9247311827956988,0.0,0.0,0.0,108.0,"['4-3-3', '4-4-2', '3-5-2']",4-3-3,"['Précision passe', 'Passes progressives']","['Travail défensif', 'Finition', 'Dribble']","['Relance au pied', 'Distribution longue']",['La Liga 2020/21']
Johan Gastien,7626.0,Clermont Foot,EU,CDM,57,1-6M€,21,46,61,65,40,61,52,1.0,0.663552059,0.0,0.0,81.0,0.8888888888888888,0.0,0.0,23.0,31.0,"['4-2-3-1', '4-3-3', '3-5-2']",4-2-3-1,"['Précision passe', 'Passes progressives']",['Dribble'],"['Double pivot', 'Récupération', 'Bloc bas']",['Ligue 1 2022/23']
José Andrés Guardado Hernández,5563.0,Real Betis,EU,CDM,57,1-6M€,81,49,40,61,74,59,46,0.0,0.0,0.0,0.0,45.0,0.8666666666666667,2.0,2.0,21.0,23.0,"['4-2-3-1', '4-3-3', '3-5-2']",4-2-3-1,"['Passes progressives', 'Dribble réussi']","['Jeu de passe', 'Travail défensif', 'Finition']","['Double pivot', 'Récupération', 'Bloc bas']",['La Liga 2020/21']
Kléper Laveran Lima Ferreira,20016.0,Portugal,PT,CB,57,1-6M€,60,53,40,75,40,50,60,0.0,0.0,0.0,0.0,137.0,0.9635036496350364,0.0,0.0,8.0,66.0,"['4-3-3', '3-5-2', '5-3-2']",4-3-3,"['Précision passe', 'Passes progressives']","['Travail défensif', 'Finition', 'Dribble']","['Ligne haute', 'Sortie balle au sol', 'Couverture zone']",['UEFA Euro 2024']
Denis Suárez Fernández,6609.0,Celta Vigo,EU,CM,57,1-6M€,12,44,53,55,72,61,47,0.0,0.07740248,0.0,0.0,44.0,0.75,1.0,1.0,32.0,10.0,"['4-3-3', '4-2-3-1', '3-5-2']",4-3-3,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Finition']","['Box-to-box', 'Pressing collectif', 'Transitions']",['La Liga 2020/21']
Hugo Ekitike,50429.0,Eintracht Frankfurt,DE,ST,57,1-6M€,47,55,53,56,68,79,44,1.0,0.757310116,0.0,0.0,80.0,0.7375,6.0,3.0,60.0,10.0,"['4-3-3', '4-4-2', '4-2-3-1']",4-3-3,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Finition']","['Attaque directe', 'Pressing avant', 'Profondeur']",['Bundesliga 2023/24']
Hugo Ekitike,50429.0,Paris Saint-Germain,FR,ST,57,1-6M€,16,55,53,56,68,79,55,1.0,0.757310116,0.0,0.0,80.0,0.7375,6.0,3.0,60.0,10.0,"['4-3-3', '4-4-2', '4-2-3-1']",4-3-3,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Finition']","['Attaque directe', 'Pressing avant', 'Profondeur']",['Ligue 1 2022/23']
Xavi Simons,39167.0,Netherlands,NL,RW,57,1-6M€,16,56,55,64,56,58,59,1.0,0.170928693,0.0,0.0,102.0,0.8235294117647058,4.0,1.0,28.0,36.0,"['4-3-3', '4-2-3-1', '3-4-3']",4-3-3,['Passes progressives'],"['Jeu de passe', 'Travail défensif', 'Finition']","['Haute pression', 'Ailier haut', 'Contre-pressing']",['UEFA Euro 2024']
Anssumane Fati,30756.0,Barcelona,EU,LW,57,1-6M€,16,55,47,62,73,46,47,0.0,0.372012083,0.0,0.0,41.0,0.902439024390244,6.0,4.0,9.0,7.0,"['4-3-3', '4-2-3-1', '3-4-3']",4-3-3,['Précision passe'],"['Jeu de passe', 'Travail défensif', 'Finition']","['Haute pression', 'Ailier haut', 'Contre-pressing']",['La Liga 2020/21']
Carlos Henrique Casimiro,5539.0,Real Madrid,ES,CDM,56,1-6M€,18,48,45,64,40,72,46,0.0,0.0803182387,0.0,0.0,99.0,0.8282828282828283,0.0,0.0,38.0,39.0,"['4-2-3-1', '4-3-3', '3-5-2']",4-2-3-1,['Passes progressives'],"['Jeu de passe', 'Finition', 'Dribble']","['Double pivot', 'Récupération', 'Bloc bas']",['La Liga 2020/21']
Senne Lynen,21865.0,Werder Bremen,EU,CDM,56,1-6M€,91,46,40,66,40,66,50,0.0,0.0,0.0,0.0,68.0,0.9264705882352942,0.0,0.0,31.0,30.0,"['4-2-3-1', '4-3-3', '3-5-2']",4-2-3-1,"['Précision passe', 'Passes progressives']","['Finition', 'Dribble']","['Double pivot', 'Récupération', 'Bloc bas']",['Bundesliga 2023/24']
Leonardo Bittencourt,8826.0,Werder Bremen,EU,CM,56,1-6M€,78,48,47,64,45,63,50,0.0,0.10505227,0.0,0.0,50.0,0.92,2.0,0.0,35.0,19.0,"['4-3-3', '4-2-3-1', '3-5-2']",4-3-3,['Précision passe'],"['Jeu de passe', 'Finition', 'Dribble']","['Box-to-box', 'Pressing collectif', 'Transitions']",['Bundesliga 2023/24']
Borja Iglesias Quintas,11391.0,Real Betis,EU,ST,56,1-6M€,23,53,61,53,57,59,45,1.0,0.881555686,0.0,0.0,51.0,0.7058823529411765,5.0,1.0,29.0,11.0,"['4-3-3', '4-4-2', '4-2-3-1']",4-3-3,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Dribble']","['Attaque directe', 'Pressing avant', 'Profondeur']",['La Liga 2020/21']
Thiago Henrique Mendes Ribeiro,3680.0,Lyon,EU,CDM,56,1-6M€,28,43,41,62,40,73,49,0.0,0.09827194,0.0,0.0,49.0,0.8979591836734694,0.0,0.0,39.0,14.0,"['4-2-3-1', '4-3-3', '3-5-2']",4-2-3-1,['Précision passe'],"['Jeu de passe', 'Finition', 'Dribble']","['Double pivot', 'Récupération', 'Bloc bas']",['Ligue 1 2022/23']
Benjamin Bourigeaud,3426.0,Rennes,EU,CDM,56,1-6M€,27,47,40,62,40,70,51,0.0,0.018475188,0.0,0.0,76.0,0.8157894736842105,0.0,0.0,36.0,38.0,"['4-2-3-1', '4-3-3', '3-5-2']",4-2-3-1,['Passes progressives'],"['Jeu de passe', 'Finition', 'Dribble']","['Double pivot', 'Récupération', 'Bloc bas']",['Ligue 1 2022/23']
Karl Brillant Toko Ekambi,3551.0,Rennes,EU,LW,56,1-6M€,29,43,54,55,72,55,45,1.0,0.324757407,0.0,0.0,23.0,0.782608695652174,1.0,1.0,23.0,5.0,"['4-3-3', '4-2-3-1', '3-4-3']",4-3-3,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Haute pression', 'Ailier haut', 'Contre-pressing']",['Ligue 1 2022/23']
William Saliba,17592.0,France,FR,CB,56,1-6M€,18,47,40,69,40,55,53,0.0,0.0,0.0,0.0,96.0,0.9479166666666666,0.0,0.0,16.0,34.0,"['4-3-3', '3-5-2', '5-3-2']",4-3-3,"['Précision passe', 'Passes progressives']","['Travail défensif', 'Finition', 'Dribble']","['Ligne haute', 'Sortie balle au sol', 'Couverture zone']",['UEFA Euro 2024']
Borja Iglesias Quintas,11391.0,Bayer Leverkusen,DE,ST,56,1-6M€,71,53,61,53,57,59,45,1.0,0.881555686,0.0,0.0,51.0,0.7058823529411765,5.0,1.0,29.0,11.0,"['4-3-3', '4-4-2', '4-2-3-1']",4-3-3,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Dribble']","['Attaque directe', 'Pressing avant', 'Profondeur']",['Bundesliga 2023/24']
Christian Fassnacht,16022.0,Switzerland,CH,LW,56,1-6M€,74,45,55,54,74,41,40,0.0,0.31681746,0.0,0.0,10.0,0.8,2.0,2.0,2.0,0.0,"['4-3-3', '4-2-3-1', '3-4-3']",4-3-3,['Dribble réussi'],"['Jeu de passe', 'Travail défensif', 'Finition']","['Haute pression', 'Ailier haut', 'Contre-pressing']",['FIFA World Cup 2022']
Ellyes Joris Skhiri,3767.0,Eintracht Frankfurt,DE,CDM,56,1-6M€,37,50,40,67,45,66,45,0.0,0.0,0.0,0.0,102.0,0.9019607843137256,2.0,0.0,30.0,30.0,"['4-2-3-1', '4-3-3', '3-5-2']",4-2-3-1,"['Précision passe', 'Passes progressives']","['Finition', 'Dribble']","['Double pivot', 'Récupération', 'Bloc bas']",['Bundesliga 2023/24']
Ellyes Joris Skhiri,3767.0,Tunisia,EU,CDM,56,1-6M€,75,50,40,67,45,66,48,0.0,0.0,0.0,0.0,102.0,0.9019607843137256,2.0,0.0,30.0,30.0,"['4-2-3-1', '4-3-3', '3-5-2']",4-2-3-1,"['Précision passe', 'Passes progressives']","['Finition', 'Dribble']","['Double pivot', 'Récupération', 'Bloc bas']",['FIFA World Cup 2022']
