player,player_id,team,nationality,pos,overall,market_value,transfer_open,pace_score,shoot_score,pass_score,dribble_score,defense_score,physic_score,goals,xg_total,assists,key_passes,passes_total,pass_completion,dribbles_total,dribbles_won,pressures,progressive_passes,formations,best_formation,strengths,weaknesses,systems,competitions
Anthony Caci,10480.0,FSV Mainz 05,EU,CB,55,1-6M€,63,41,52,53,40,54,44,0.0,0.025662301,0,0,34.0,0.7352941176470589,0.0,0.0,17.0,8.0,"['4-3-3', '3-5-2', '5-3-2']",4-3-3,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Ligne haute', 'Sortie balle au sol', 'Couverture de zone']",['Bundesliga 2023/24']
Anthony Lopes,2947.0,Lyon,EU,GK,55,1-6M€,72,44,40,52,40,44,43,0.0,0.0,0,0,36.0,0.6944444444444444,0.0,0.0,0.0,30.0,"['4-3-3', '4-4-2', '3-5-2']",4-3-3,['Passes progressives'],"['Jeu de passe', 'Travail défensif', 'Finition']","['Relance au pied', 'Distribution longue']",['Ligue 1 2022/23']
Anthony Losilla,9089.0,Bochum,EU,CDM,55,1-6M€,27,41,40,51,40,48,40,0.0,0.0,0,0,14.0,0.7142857142857143,0.0,0.0,7.0,7.0,"['4-2-3-1', '4-3-3', '3-5-2']",4-2-3-1,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Double pivot', 'Récupération', 'Bloc bas']",['Bundesliga 2023/24']
Anton Stach,48644.0,Hoffenheim,EU,CDM,55,1-6M€,83,42,40,54,40,50,43,0.0,0.030083178,0,0,33.0,0.7575757575757576,0.0,0.0,10.0,15.0,"['4-2-3-1', '4-3-3', '3-5-2']",4-2-3-1,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Double pivot', 'Récupération', 'Bloc bas']",['Bundesliga 2023/24']
Antonio Rüdiger,3167.0,Germany,DE,CB,55,1-6M€,71,44,40,63,40,48,47,0.0,0.0,0,2,69.0,0.8985507246376812,0.0,0.0,8.0,30.0,"['4-3-3', '3-5-2', '5-3-2']",4-3-3,"['Précision passe', 'Passes progressives']","['Jeu de passe', 'Travail défensif', 'Finition']","['Ligne haute', 'Sortie balle au sol', 'Couverture de zone']",['UEFA Euro 2024']
Antony Matheus dos Santos,25363.0,Brazil,BR,LW,55,1-6M€,23,44,40,64,58,43,41,0.0,0.009657804,0,1,15.0,1.0,2.0,1.0,5.0,3.0,"['4-3-3', '4-2-3-1', '3-4-3']",4-3-3,['Précision passe'],"['Jeu de passe', 'Travail défensif', 'Finition']","['Haute pression', 'Ailier haut', 'Contre-pressing']",['FIFA World Cup 2022']
Arbër Zeneli,8261.0,Stade de Reims,EU,LM,55,1-6M€,57,43,41,57,43,42,41,0.0,0.11164891,0,1,14.0,0.8571428571428571,2.0,0.0,4.0,1.0,"['4-4-2', '4-2-3-1']",4-4-2,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Ailier rentrant', 'Contre-attaque']",['Ligue 1 2022/23']
Arda Güler,116587.0,Turkey,TR,RW,55,1-6M€,24,48,40,59,65,49,47,0.0,0.048656276,1,1,51.0,0.8431372549019608,3.0,2.0,18.0,22.0,"['4-3-3', '4-2-3-1', '3-4-3']",4-3-3,['Passes progressives'],"['Jeu de passe', 'Travail défensif', 'Finition']","['Haute pression', 'Ailier haut', 'Contre-pressing']",['UEFA Euro 2024']
Aridane Hernández Umpiérrez,24212.0,Osasuna,EU,CB,55,1-6M€,81,43,40,61,40,47,43,0.0,0.0,0,0,37.0,0.8918918918918919,0.0,0.0,5.0,23.0,"['4-3-3', '3-5-2', '5-3-2']",4-3-3,"['Précision passe', 'Passes progressives']","['Jeu de passe', 'Travail défensif', 'Finition']","['Ligne haute', 'Sortie balle au sol', 'Couverture de zone']",['La Liga 2020/21']
Arne Engels,40167.0,Augsburg,EU,CM,55,1-6M€,71,41,41,59,40,44,42,0.0,0.082670294,0,0,19.0,0.8947368421052632,0.0,0.0,8.0,6.0,"['4-3-3', '4-2-3-1', '3-5-2']",4-3-3,['Précision passe'],"['Jeu de passe', 'Travail défensif', 'Finition']","['Box-to-box', 'Pressing collectif', 'Transitions']",['Bundesliga 2023/24']
Arne Maier,12411.0,Augsburg,EU,CM,55,1-6M€,49,42,40,52,40,50,45,0.0,0.0,1,0,45.0,0.7111111111111111,0.0,0.0,20.0,15.0,"['4-3-3', '4-2-3-1', '3-5-2']",4-3-3,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Box-to-box', 'Pressing collectif', 'Transitions']",['Bundesliga 2023/24']
Artem Dovbyk,25079.0,Ukraine,UA,ST,55,1-6M€,94,44,41,44,58,48,42,0.0,0.128530488,0,2,14.0,0.5714285714285714,2.0,1.0,16.0,3.0,"['4-3-3', '4-4-2', '4-2-3-1']",4-3-3,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Attaque directe', 'Pressing avant', 'Profondeur']",['UEFA Euro 2024']
Arthur Augusto de Matos Soares,196651.0,Bayer Leverkusen,DE,LWB,55,1-6M€,89,54,40,61,65,50,50,0.0,0.010973065,2,3,86.0,0.8604651162790697,6.0,3.0,10.0,24.0,"['3-4-3', '3-5-2', '5-3-2']",3-4-3,"['Passes progressives', 'Passes clés']","['Jeu de passe', 'Travail défensif', 'Finition']","['Piston gauche', '3 derrière', 'Transitions']",['Bundesliga 2023/24']
Arthur Theate,43913.0,Belgium,BE,LB,55,1-6M€,91,52,41,71,40,54,48,0.0,0.084356387,0,1,184.0,0.9021739130434783,0.0,0.0,17.0,87.0,"['4-3-3', '4-2-3-1', '3-4-3']",4-3-3,"['Précision passe', 'Passes progressives']","['Travail défensif', 'Finition', 'Dribble']","['Piston offensif', 'Débordement', 'Centres']",['UEFA Euro 2024']
Augusto Jorge Mateo Solari,28658.0,Celta Vigo,EU,LM,55,1-6M€,33,40,54,42,40,45,41,0.0,0.25516874,0,0,13.0,0.5384615384615384,0.0,0.0,10.0,4.0,"['4-4-2', '4-2-3-1']",4-4-2,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Ailier rentrant', 'Contre-attaque']",['La Liga 2020/21']
Aurélio Gabriel Ulineia Buta,23658.0,Eintracht Frankfurt,DE,CAM,55,1-6M€,69,42,40,61,71,41,40,0.0,0.0,0,0,14.0,0.9285714285714286,1.0,1.0,2.0,5.0,"['4-2-3-1', '4-3-3', '3-4-3']",4-2-3-1,['Précision passe'],"['Jeu de passe', 'Travail défensif', 'Finition']","['Jeu de possession', 'Milieu créatif', 'Entre les lignes']",['Bundesliga 2023/24']
Aymen Dahmen,105943.0,Tunisia,EU,GK,55,1-6M€,50,43,40,49,40,44,41,0.0,0.0,0,0,23.0,0.6521739130434783,0.0,0.0,0.0,19.0,"['4-3-3', '4-4-2', '3-5-2']",4-3-3,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Relance au pied', 'Distribution longue']",['FIFA World Cup 2022']
Azor Matusiwa,22098.0,Stade de Reims,EU,CDM,55,1-6M€,54,46,40,65,42,48,47,0.0,0.0,0,2,71.0,0.9295774647887324,1.0,0.0,8.0,32.0,"['4-2-3-1', '4-3-3', '3-5-2']",4-2-3-1,"['Précision passe', 'Passes progressives']","['Travail défensif', 'Finition', 'Dribble']","['Double pivot', 'Récupération', 'Bloc bas']",['Ligue 1 2022/23']
Azzedine Ounahi,46258.0,Marseille,EU,ST,55,1-6M€,74,46,40,60,75,49,40,0.0,0.032880384,0,2,34.0,0.8823529411764706,3.0,3.0,17.0,9.0,"['4-3-3', '4-4-2', '4-2-3-1']",4-3-3,"['Précision passe', 'Dribble réussi']","['Jeu de passe', 'Travail défensif', 'Finition']","['Attaque directe', 'Pressing avant', 'Profondeur']",['Ligue 1 2022/23']
Azzedine Ounahi,46258.0,Morocco,MA,CM,55,1-6M€,80,46,40,60,75,49,44,0.0,0.032880384,0,2,34.0,0.8823529411764706,3.0,3.0,17.0,9.0,"['4-3-3', '4-2-3-1', '3-5-2']",4-3-3,"['Précision passe', 'Dribble réussi']","['Jeu de passe', 'Travail défensif', 'Finition']","['Box-to-box', 'Pressing collectif', 'Transitions']",['FIFA World Cup 2022']
Aïssa Bilal Laïdouni,44955.0,Tunisia,EU,CDM,55,1-6M€,18,42,40,57,40,56,43,0.0,0.0,0,1,49.0,0.8163265306122449,0.0,0.0,21.0,15.0,"['4-2-3-1', '4-3-3', '3-5-2']",4-2-3-1,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Double pivot', 'Récupération', 'Bloc bas']",['FIFA World Cup 2022']
Ferrán Torres García,6748.0,Spain,ES,RW,55,1-6M€,93,42,43,58,42,47,42,0.0,0.345046775,0,0,16.0,0.875,1.0,0.0,14.0,6.0,"['4-3-3', '4-2-3-1', '3-4-3']",4-3-3,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Haute pression', 'Ailier haut', 'Contre-pressing']",['UEFA Euro 2024']
Filip Kostić,5591.0,Serbia,RS,LWB,55,1-6M€,34,43,40,49,40,52,45,0.0,0.0,0,1,56.0,0.625,0.0,0.0,13.0,24.0,"['3-4-3', '3-5-2', '5-3-2']",3-4-3,['Passes progressives'],"['Jeu de passe', 'Travail défensif', 'Finition']","['Piston gauche', '3 derrière', 'Transitions']",['FIFA World Cup 2022']
Filip Mladenović,7993.0,Serbia,RS,LWB,55,1-6M€,27,44,40,55,58,52,42,0.0,0.026318645,0,0,24.0,0.7916666666666666,2.0,1.0,13.0,8.0,"['3-4-3', '3-5-2', '5-3-2']",3-4-3,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Piston gauche', '3 derrière', 'Transitions']",['FIFA World Cup 2022']
José Manuel Fontán Mondragón,35000.0,Celta Vigo,EU,LWB,55,1-6M€,42,41,52,51,40,48,41,0.0,0.011488415,0,0,18.0,0.7222222222222222,0.0,0.0,7.0,6.0,"['3-4-3', '3-5-2', '5-3-2']",3-4-3,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Piston gauche', '3 derrière', 'Transitions']",['La Liga 2020/21']
José Paolo Guerrero Gonzáles,5535.0,Peru,EU,ST,55,1-6M€,78,40,40,45,40,46,41,0.0,0.0,0,0,5.0,0.6,0.0,0.0,11.0,0.0,"['4-3-3', '4-4-2', '4-2-3-1']",4-3-3,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Attaque directe', 'Pressing avant', 'Profondeur']",['Copa America 2024']
José Salomón Rondón Giménez,4041.0,Venezuela,EU,ST,55,1-6M€,43,44,66,41,43,45,42,2.0,1.1415342910000001,0,1,22.0,0.45454545454545453,2.0,0.0,10.0,2.0,"['4-3-3', '4-4-2', '4-2-3-1']",4-3-3,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Dribble']","['Attaque directe', 'Pressing avant', 'Profondeur']",['Copa America 2024']
José Ángel Córdoba Chambers,223971.0,Panama,EU,CB,55,1-6M€,61,48,40,61,43,50,48,0.0,0.0,0,0,81.0,0.8395061728395061,2.0,0.0,9.0,35.0,"['4-3-3', '3-5-2', '5-3-2']",4-3-3,['Passes progressives'],"['Jeu de passe', 'Travail défensif', 'Finition']","['Ligne haute', 'Sortie balle au sol', 'Couverture de zone']",['Copa America 2024']
Jovani Francisco Welch Lopez,363986.0,Panama,EU,CDM,55,1-6M€,19,45,46,63,42,58,47,0.0,0.031098853,0,2,50.0,0.92,1.0,0.0,25.0,21.0,"['4-2-3-1', '4-3-3', '3-5-2']",4-2-3-1,"['Précision passe', 'Passes progressives']","['Jeu de passe', 'Travail défensif', 'Finition']","['Double pivot', 'Récupération', 'Bloc bas']",['Copa America 2024']
João Félix Sequeira,12041.0,Portugal,PT,LW,55,1-6M€,28,46,53,51,55,45,44,0.0,1.106204071,0,0,28.0,0.7142857142857143,3.0,1.0,9.0,9.0,"['4-3-3', '4-2-3-1', '3-4-3']",4-3-3,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Haute pression', 'Ailier haut', 'Contre-pressing']","['UEFA Euro 2024', 'FIFA World Cup 2022']"
João Maria Lobo Alves Palhinha Gonçalves,12169.0,Portugal,PT,CDM,55,1-6M€,67,45,40,64,40,58,48,0.0,0.0,0,0,68.0,0.9264705882352942,0.0,0.0,25.0,33.0,"['4-2-3-1', '4-3-3', '3-5-2']",4-2-3-1,"['Précision passe', 'Passes progressives']","['Jeu de passe', 'Travail défensif', 'Finition']","['Double pivot', 'Récupération', 'Bloc bas']",['UEFA Euro 2024']
João Pedro Cavaco Cancelo,7005.0,Portugal,PT,RB,55,1-6M€,10,49,40,60,58,50,50,0.0,0.052601743,0,1,95.0,0.8105263157894737,2.0,1.0,10.0,36.0,"['4-3-3', '4-2-3-1', '3-4-3']",4-3-3,['Passes progressives'],"['Jeu de passe', 'Travail défensif', 'Finition']","['Piston offensif', 'Débordement', 'Centres']","['UEFA Euro 2024', 'FIFA World Cup 2022']"
João Victor Gomes da Silva,48720.0,Brazil,BR,CDM,55,1-6M€,78,45,40,55,58,56,44,0.0,0.0,0,0,28.0,0.7857142857142857,2.0,1.0,21.0,11.0,"['4-2-3-1', '4-3-3', '3-5-2']",4-2-3-1,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Double pivot', 'Récupération', 'Bloc bas']",['Copa America 2024']
Juan Fernando Quintero Paniagua,5692.0,Colombia,EU,CAM,55,1-6M€,25,50,40,59,76,43,44,0.0,0.022356912,0,1,42.0,0.8571428571428571,4.0,4.0,5.0,21.0,"['4-2-3-1', '4-3-3', '3-4-3']",4-2-3-1,"['Passes progressives', 'Dribble réussi']","['Jeu de passe', 'Travail défensif', 'Finition']","['Jeu de possession', 'Milieu créatif', 'Entre les lignes']",['Copa America 2024']
Juan Miguel Jiménez López,6695.0,Real Betis,ES,LW,55,1-6M€,33,41,50,49,40,51,43,0.0,0.49780939999999996,0,0,19.0,0.6842105263157895,0.0,0.0,22.0,5.0,"['4-3-3', '4-2-3-1', '3-4-3']",4-3-3,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Haute pression', 'Ailier haut', 'Contre-pressing']",['La Liga 2020/21']
Julián Malatini,51769.0,Werder Bremen,EU,CB,55,1-6M€,41,42,40,57,40,51,46,0.0,0.038188405,0,0,59.0,0.7966101694915254,0.0,0.0,11.0,17.0,"['4-3-3', '3-5-2', '5-3-2']",4-3-3,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Ligne haute', 'Sortie balle au sol', 'Couverture de zone']",['Bundesliga 2023/24']
Jun-Ho Son,40558.0,South Korea,EU,CDM,55,1-6M€,33,41,40,53,40,45,40,0.0,0.0,0,0,13.0,0.7692307692307693,0.0,0.0,1.0,6.0,"['4-2-3-1', '4-3-3', '3-5-2']",4-2-3-1,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Double pivot', 'Récupération', 'Bloc bas']",['FIFA World Cup 2022']
Junior Castello Lukeba,40185.0,Lyon,EU,CB,55,1-6M€,21,41,40,59,40,55,44,0.0,0.0,0,0,26.0,0.8846153846153846,0.0,0.0,19.0,8.0,"['4-3-3', '3-5-2', '5-3-2']",4-3-3,['Précision passe'],"['Jeu de passe', 'Travail défensif', 'Finition']","['Ligne haute', 'Sortie balle au sol', 'Couverture de zone']",['Ligue 1 2022/23']
Junya Ito,23527.0,Stade de Reims,EU,RM,55,1-6M€,59,49,47,50,54,46,45,0.0,0.13936273999999998,0,0,37.0,0.6756756756756757,4.0,1.0,12.0,12.0,"['4-4-2', '4-2-3-1']",4-4-2,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Ailier rentrant', 'Contre-attaque']",['Ligue 1 2022/23']
Jurriën David Norman Timber,21809.0,Netherlands,NL,CB,55,1-6M€,44,51,40,66,65,54,51,0.0,0.0,0,0,93.0,0.9354838709677419,3.0,2.0,18.0,40.0,"['4-3-3', '3-5-2', '5-3-2']",4-3-3,"['Précision passe', 'Passes progressives']","['Travail défensif', 'Finition']","['Ligne haute', 'Sortie balle au sol', 'Couverture de zone']",['FIFA World Cup 2022']
Jérémy Le Douaron,45172.0,Stade Brestois,EU,ST,55,1-6M€,42,40,40,64,40,44,40,0.0,0.0,0,0,5.0,1.0,0.0,0.0,8.0,1.0,"['4-3-3', '4-4-2', '4-2-3-1']",4-3-3,['Précision passe'],"['Jeu de passe', 'Travail défensif', 'Finition']","['Attaque directe', 'Pressing avant', 'Profondeur']",['Ligue 1 2022/23']
Kaan Ayhan,12293.0,Turkey,TR,CB,55,1-6M€,42,45,40,59,71,50,44,0.0,0.0,0,0,43.0,0.8372093023255814,1.0,1.0,9.0,24.0,"['4-3-3', '3-5-2', '5-3-2']",4-3-3,['Passes progressives'],"['Jeu de passe', 'Travail défensif', 'Finition']","['Ligne haute', 'Sortie balle au sol', 'Couverture de zone']",['UEFA Euro 2024']
Kai Havertz,8966.0,Germany,DE,ST,55,1-6M€,70,42,49,54,42,46,43,0.0,0.353330656,0,0,22.0,0.7727272727272727,1.0,0.0,11.0,5.0,"['4-3-3', '4-4-2', '4-2-3-1']",4-3-3,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Attaque directe', 'Pressing avant', 'Profondeur']",['UEFA Euro 2024']
Kalidou Koulibaly,5675.0,Senegal,SN,CB,55,1-6M€,60,43,83,50,40,48,43,1.0,0.23427999,0,0,30.0,0.6666666666666666,0.0,0.0,8.0,21.0,"['4-3-3', '3-5-2', '5-3-2']",4-3-3,"['Finition', 'Passes progressives']","['Jeu de passe', 'Travail défensif', 'Dribble']","['Ligne haute', 'Sortie balle au sol', 'Couverture de zone']",['FIFA World Cup 2022']
Kamory Doumbia,162132.0,Stade de Reims,EU,CM,55,1-6M€,52,40,40,48,40,43,41,0.0,0.0,1,0,15.0,0.6666666666666666,0.0,0.0,5.0,2.0,"['4-3-3', '4-2-3-1', '3-5-2']",4-3-3,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Box-to-box', 'Pressing collectif', 'Transitions']",['Ligue 1 2022/23']
Kang-In Lee,22740.0,South Korea,EU,RW,55,1-6M€,21,42,40,59,71,42,40,0.0,0.023162797,0,2,9.0,0.8888888888888888,1.0,1.0,4.0,3.0,"['4-3-3', '4-2-3-1', '3-4-3']",4-3-3,['Précision passe'],"['Jeu de passe', 'Travail défensif', 'Finition']","['Haute pression', 'Ailier haut', 'Contre-pressing']",['FIFA World Cup 2022']
José Martín Cáceres Silva,5248.0,Uruguay,EU,RB,55,1-6M€,32,48,40,61,71,50,47,0.0,0.0,0,0,81.0,0.8395061728395061,1.0,1.0,9.0,45.0,"['4-3-3', '4-2-3-1', '3-4-3']",4-3-3,['Passes progressives'],"['Jeu de passe', 'Travail défensif', 'Finition']","['Piston offensif', 'Débordement', 'Centres']",['FIFA World Cup 2022']
José Luis Sanmartín Mato,3265.0,Deportivo Alavés,EU,ST,55,1-6M€,48,42,52,46,42,47,41,0.0,0.03818405,0,0,16.0,0.625,1.0,0.0,14.0,4.0,"['4-3-3', '4-4-2', '4-2-3-1']",4-3-3,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Attaque directe', 'Pressing avant', 'Profondeur']",['La Liga 2020/21']
Karim Onisiwo,11278.0,FSV Mainz 05,EU,ST,55,1-6M€,74,42,52,48,42,57,44,0.0,0.028864658,0,1,15.0,0.6666666666666666,1.0,0.0,32.0,5.0,"['4-3-3', '4-4-2', '4-2-3-1']",4-3-3,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Attaque directe', 'Pressing avant', 'Profondeur']",['Bundesliga 2023/24']
José Luis Rodríguez Francis,5628.0,Panama,EU,RW,55,1-6M€,94,51,46,54,60,47,44,0.0,0.056711937000000004,0,1,23.0,0.782608695652174,6.0,2.0,14.0,7.0,"['4-3-3', '4-2-3-1', '3-4-3']",4-3-3,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Haute pression', 'Ailier haut', 'Contre-pressing']",['Copa America 2024']
Jonathan Osorio,12770.0,Canada,EU,CAM,55,1-6M€,10,44,52,58,42,60,50,0.0,0.6755532200000001,0,1,76.0,0.8157894736842105,1.0,0.0,39.0,16.0,"['4-2-3-1', '4-3-3', '3-4-3']",4-2-3-1,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Finition', 'Dribble']","['Jeu de possession', 'Milieu créatif', 'Entre les lignes']",['Copa America 2024']
Jonathan Rodríguez Menéndez,6581.0,Osasuna,EU,ST,55,1-6M€,67,42,40,50,40,43,41,0.0,0.0,0,1,22.0,0.6818181818181818,0.0,0.0,5.0,12.0,"['4-3-3', '4-4-2', '4-2-3-1']",4-3-3,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Attaque directe', 'Pressing avant', 'Profondeur']",['La Liga 2020/21']
Jordan Pickford,3468.0,England,EN,GK,55,1-6M€,57,57,40,63,40,45,56,0.0,0.0,0,0,157.0,0.7261146496815286,0.0,0.0,1.0,121.0,"['4-3-3', '4-4-2', '3-5-2']",4-3-3,['Passes progressives'],"['Jeu de passe', 'Travail défensif', 'Finition']","['Relance au pied', 'Distribution longue']",['UEFA Euro 2024']
Jordan Veretout,7153.0,Marseille,EU,CDM,55,1-6M€,10,44,40,60,40,55,48,0.0,0.04467778,0,0,70.0,0.8428571428571429,0.0,0.0,19.0,29.0,"['4-2-3-1', '4-3-3', '3-5-2']",4-2-3-1,['Passes progressives'],"['Jeu de passe', 'Travail défensif', 'Finition']","['Double pivot', 'Récupération', 'Bloc bas']",['Ligue 1 2022/23']
Jorge Andrés Carrascal Guardo,28723.0,Colombia,EU,CM,55,1-6M€,70,43,40,58,42,44,43,0.0,0.0,0,2,28.0,0.8571428571428571,1.0,0.0,7.0,7.0,"['4-3-3', '4-2-3-1', '3-5-2']",4-3-3,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Box-to-box', 'Pressing collectif', 'Transitions']",['Copa America 2024']
Jorge Andújar Moreno,6672.0,Levante UD,EU,RB,55,1-6M€,73,43,40,56,71,48,42,0.0,0.025486808,0,0,26.0,0.8076923076923077,1.0,1.0,8.0,8.0,"['4-3-3', '4-2-3-1', '3-4-3']",4-3-3,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Piston offensif', 'Débordement', 'Centres']",['La Liga 2020/21']
Jorge De Frutos Sebastián,32673.0,Levante UD,EU,RM,55,1-6M€,72,42,56,52,42,52,43,0.0,0.4531274,0,0,23.0,0.7391304347826086,1.0,0.0,23.0,4.0,"['4-4-2', '4-2-3-1']",4-4-2,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Ailier rentrant', 'Contre-attaque']",['La Liga 2020/21']
Jorge Miramón Santagertrudis,11676.0,Levante UD,EU,RB,55,1-6M€,78,42,40,57,71,47,40,0.0,0.0,0,0,13.0,0.8461538461538461,1.0,1.0,5.0,3.0,"['4-3-3', '4-2-3-1', '3-4-3']",4-3-3,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Piston offensif', 'Débordement', 'Centres']",['La Liga 2020/21']
Joseph Aidoo,16555.0,Celta Vigo,EU,CB,55,1-6M€,31,43,40,55,71,47,42,0.0,0.0,0,0,24.0,0.7916666666666666,1.0,1.0,6.0,11.0,"['4-3-3', '3-5-2', '5-3-2']",4-3-3,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Ligne haute', 'Sortie balle au sol', 'Couverture de zone']",['La Liga 2020/21']
Joshua Kimmich,5579.0,Germany,DE,RB,55,1-6M€,76,43,40,63,40,53,48,0.0,0.044950247,1,4,78.0,0.9102564102564102,0.0,0.0,16.0,20.0,"['4-3-3', '4-2-3-1', '3-4-3']",4-3-3,"['Précision passe', 'Passes progressives', 'Passes clés']","['Jeu de passe', 'Travail défensif', 'Finition']","['Piston offensif', 'Débordement', 'Centres']",['UEFA Euro 2024']
Josip Juranović,29163.0,Union Berlin,EU,RB,55,1-6M€,85,44,40,50,71,46,41,0.0,0.0,0,4,27.0,0.6666666666666666,1.0,1.0,4.0,17.0,"['4-3-3', '4-2-3-1', '3-4-3']",4-3-3,['Passes clés'],"['Jeu de passe', 'Travail défensif', 'Finition']","['Piston offensif', 'Débordement', 'Centres']",['Bundesliga 2023/24']
Josuha Guilavogui,8230.0,FSV Mainz 05,EU,CB,55,1-6M€,25,42,40,61,40,46,42,0.0,0.0,0,0,24.0,0.9166666666666666,0.0,0.0,3.0,12.0,"['4-3-3', '3-5-2', '5-3-2']",4-3-3,['Précision passe'],"['Jeu de passe', 'Travail défensif', 'Finition']","['Ligne haute', 'Sortie balle au sol', 'Couverture de zone']",['Bundesliga 2023/24']
José Adoni Cifuentes Charcopa,36148.0,Ecuador,EU,CDM,55,1-6M€,60,43,52,56,42,47,43,0.0,0.025271386,0,0,34.0,0.7941176470588235,1.0,0.0,6.0,13.0,"['4-2-3-1', '4-3-3', '3-5-2']",4-2-3-1,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Double pivot', 'Récupération', 'Bloc bas']",['FIFA World Cup 2022']
José Andrés Guardado Hernández,5563.0,Real Betis,ES,CDM,55,1-6M€,66,47,40,60,73,56,45,0.0,0.0,0,0,45.0,0.8666666666666667,2.0,2.0,21.0,23.0,"['4-2-3-1', '4-3-3', '3-5-2']",4-2-3-1,"['Passes progressives', 'Dribble réussi']","['Jeu de passe', 'Travail défensif', 'Finition']","['Double pivot', 'Récupération', 'Bloc bas']",['La Liga 2020/21']
José Andrés Martínez Torres,36917.0,Venezuela,EU,CM,55,1-6M€,38,47,41,48,55,52,45,0.0,0.123976834,0,2,38.0,0.631578947368421,3.0,1.0,23.0,14.0,"['4-3-3', '4-2-3-1', '3-5-2']",4-3-3,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Box-to-box', 'Pressing collectif', 'Transitions']",['Copa America 2024']
José Antonio Rodríguez Díaz,24126.0,Granada,EU,RW,55,1-6M€,87,45,49,47,58,44,43,0.0,0.164473705,0,1,26.0,0.6153846153846154,2.0,1.0,8.0,10.0,"['4-3-3', '4-2-3-1', '3-4-3']",4-3-3,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Haute pression', 'Ailier haut', 'Contre-pressing']",['La Liga 2020/21']
José Daniel Rivera Martínez,37700.0,Peru,EU,RM,55,1-6M€,78,40,40,64,40,44,40,0.0,0.0,0,1,8.0,1.0,0.0,0.0,7.0,1.0,"['4-4-2', '4-2-3-1']",4-4-2,['Précision passe'],"['Jeu de passe', 'Travail défensif', 'Finition']","['Ailier rentrant', 'Contre-attaque']",['Copa America 2024']
José Diogo Dalot Teixeira,16028.0,Portugal,PT,RB,55,1-6M€,56,42,40,56,40,46,43,0.0,0.0,0,1,40.0,0.8,0.0,0.0,3.0,17.0,"['4-3-3', '4-2-3-1', '3-4-3']",4-3-3,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Piston offensif', 'Débordement', 'Centres']",['FIFA World Cup 2022']
