player,player_id,team,nationality,pos,overall,market_value,transfer_open,pace_score,shoot_score,pass_score,dribble_score,defense_score,physic_score,goals,xg_total,assists,key_passes,passes_total,pass_completion,dribbles_total,dribbles_won,pressures,progressive_passes,formations,best_formation,strengths,weaknesses,systems,competitions
Clément Lenglet,6826.0,Barcelona,EU,CB,95,540-870M€,68,82,45,95,69,99,99,0.0,0.5855627800000001,0,3,635.0,0.9196850393700787,7.0,4.0,112.0,266.0,"['4-3-3', '3-5-2', '5-3-2']",4-3-3,"['Passe de qualité', 'Pressing intense', 'Vitesse', 'Précision passe', 'Passes progressives']",['Finition'],"['Ligne haute', 'Sortie balle au sol', 'Couverture de zone']",['La Liga 2020/21']
Piero Martín Hincapié Reyna,38004.0,Bayer Leverkusen,DE,CB,94,510-820M€,73,76,52,94,60,99,99,0.0,0.640650643,0,1,652.0,0.9049079754601227,5.0,2.0,98.0,187.0,"['4-3-3', '3-5-2', '5-3-2']",4-3-3,"['Passe de qualité', 'Pressing intense', 'Précision passe', 'Passes progressives']",['Finition'],"['Ligne haute', 'Sortie balle au sol', 'Couverture de zone']",['Bundesliga 2023/24']
Sergio Ramos García,5201.0,Paris Saint-Germain,FR,CB,93,480-780M€,14,75,70,96,65,95,99,2.0,1.694973795,0,0,681.0,0.9295154185022027,3.0,2.0,88.0,353.0,"['4-3-3', '3-5-2', '5-3-2']",4-3-3,"['Passe de qualité', 'Pressing intense', 'Précision passe', 'Passes progressives']","['Régularité', 'Expérience top niveau']","['Ligne haute', 'Sortie balle au sol', 'Couverture de zone']",['Ligue 1 2022/23']
Jordi Alba Ramos,5211.0,Barcelona,EU,LB,93,480-780M€,25,84,57,91,69,95,99,1.0,0.622461287,2,11,798.0,0.8483709273182958,10.0,4.0,88.0,186.0,"['4-3-3', '4-2-3-1', '3-4-3']",4-3-3,"['Passe de qualité', 'Pressing intense', 'Vitesse', 'Passes progressives', 'Passes clés']",['Finition'],"['Piston offensif', 'Débordement', 'Centres']",['La Liga 2020/21']
Frenkie de Jong,8118.0,Barcelona,EU,CDM,91,420-690M€,85,99,44,95,94,99,99,0.0,0.48142251599999997,1,12,747.0,0.9196787148594378,18.0,15.0,106.0,221.0,"['4-2-3-1', '4-3-3', '3-5-2']",4-2-3-1,"['Passe de qualité', 'Dribble efficace', 'Pressing intense', 'Vitesse', 'Précision passe']",['Finition'],"['Double pivot', 'Récupération', 'Bloc bas']",['La Liga 2020/21']
Vitor Machado Ferreira,34639.0,Paris Saint-Germain,FR,CDM,90,400-650M€,8,92,50,96,81,99,99,0.0,0.607647731,2,5,647.0,0.9273570324574961,13.0,8.0,157.0,204.0,"['4-2-3-1', '4-3-3', '3-5-2']",4-2-3-1,"['Passe de qualité', 'Dribble efficace', 'Pressing intense', 'Vitesse', 'Précision passe']",['Finition'],"['Double pivot', 'Récupération', 'Bloc bas']",['Ligue 1 2022/23']
Jonathan Tah,8221.0,Bayer Leverkusen,DE,CB,90,400-650M€,10,71,49,97,71,88,99,0.0,0.738013774,1,1,829.0,0.9565741857659831,1.0,1.0,76.0,275.0,"['4-3-3', '3-5-2', '5-3-2']",4-3-3,"['Passe de qualité', 'Pressing intense', 'Précision passe', 'Passes progressives']",['Finition'],"['Ligne haute', 'Sortie balle au sol', 'Couverture de zone']",['Bundesliga 2023/24']
Robert Andrich,9195.0,Bayer Leverkusen,DE,CDM,90,400-650M€,32,85,61,94,75,99,99,3.0,1.1992252015,1,17,699.0,0.8955650929899857,9.0,6.0,113.0,215.0,"['4-2-3-1', '4-3-3', '3-5-2']",4-2-3-1,"['Passe de qualité', 'Pressing intense', 'Vitesse', 'Précision passe', 'Passes progressives']","['Régularité', 'Expérience top niveau']","['Double pivot', 'Récupération', 'Bloc bas']",['Bundesliga 2023/24']
Granit Xhaka,3500.0,Bayer Leverkusen,DE,CDM,90,400-650M€,44,75,58,96,75,99,99,3.0,0.895927495,0,15,1159.0,0.9283865401207938,3.0,3.0,99.0,374.0,"['4-2-3-1', '4-3-3', '3-5-2']",4-2-3-1,"['Passe de qualité', 'Pressing intense', 'Précision passe', 'Passes progressives', 'Efficacité but']",['Finition'],"['Double pivot', 'Récupération', 'Bloc bas']",['Bundesliga 2023/24']
Marcos Aoás Corrêa,4372.0,Paris Saint-Germain,FR,CB,88,350-570M€,30,70,44,95,40,87,98,0.0,0.46186154700000004,0,2,624.0,0.9310897435897436,0.0,0.0,75.0,283.0,"['4-3-3', '3-5-2', '5-3-2']",4-3-3,"['Passe de qualité', 'Pressing intense', 'Précision passe', 'Passes progressives']","['Finition', 'Dribble']","['Ligne haute', 'Sortie balle au sol', 'Couverture de zone']",['Ligue 1 2022/23']
Sergio Busquets i Burgos,5203.0,Barcelona,EU,CDM,88,350-570M€,68,76,40,95,76,99,99,0.0,0.0,1,4,788.0,0.9048223350253807,4.0,4.0,143.0,240.0,"['4-2-3-1', '4-3-3', '3-5-2']",4-2-3-1,"['Passe de qualité', 'Pressing intense', 'Précision passe', 'Passes progressives', 'Passes clés']",['Finition'],"['Double pivot', 'Récupération', 'Bloc bas']",['La Liga 2020/21']
Achraf Hakimi Mouh,5245.0,Paris Saint-Germain,FR,RWB,88,350-570M€,6,78,64,76,85,99,86,1.0,0.34268507,0,4,373.0,0.8954423592493298,17.0,9.0,109.0,59.0,"['3-4-3', '3-5-2', '5-3-2']",3-4-3,"['Dribble efficace', 'Pressing intense', 'Précision passe', 'Passes progressives', 'Passes clés']","['Régularité', 'Expérience top niveau']","['Piston droit', '3 derrière', 'Transitions']",['Ligue 1 2022/23']
Fabián Ruiz Peña,6655.0,Paris Saint-Germain,FR,CM,88,350-570M€,23,85,57,91,73,99,99,1.0,1.273939607,0,8,622.0,0.8971061093247589,12.0,5.0,195.0,164.0,"['4-3-3', '4-2-3-1', '3-5-2']",4-3-3,"['Passe de qualité', 'Pressing intense', 'Vitesse', 'Précision passe', 'Passes progressives']",['Finition'],"['Box-to-box', 'Pressing collectif', 'Transitions']",['Ligue 1 2022/23']
Marco Verratti,3166.0,Paris Saint-Germain,FR,CDM,86,180-300M€,26,76,48,91,65,99,99,0.0,0.20503010600000002,0,11,617.0,0.8946515397082658,6.0,3.0,152.0,175.0,"['4-2-3-1', '4-3-3', '3-5-2']",4-2-3-1,"['Passe de qualité', 'Pressing intense', 'Précision passe', 'Passes progressives', 'Passes clés']",['Finition'],"['Double pivot', 'Récupération', 'Bloc bas']",['Ligue 1 2022/23']
Edmond Fayçal Tapsoba,30606.0,Bayer Leverkusen,DE,CB,86,180-300M€,89,76,43,94,69,79,99,0.0,0.331571222,0,2,622.0,0.9115755627009646,4.0,3.0,61.0,204.0,"['4-3-3', '3-5-2', '5-3-2']",4-3-3,"['Passe de qualité', 'Précision passe', 'Passes progressives']",['Finition'],"['Ligne haute', 'Sortie balle au sol', 'Couverture de zone']",['Bundesliga 2023/24']
Enzo Fernandez,38718.0,Argentina,AR,CDM,85,170-280M€,66,73,53,84,69,99,99,0.0,1.298447551,0,5,440.0,0.8772727272727273,4.0,3.0,116.0,178.0,"['4-2-3-1', '4-3-3', '3-5-2']",4-2-3-1,"['Passe de qualité', 'Pressing intense', 'Passes progressives', 'Passes clés']",['Finition'],"['Double pivot', 'Récupération', 'Bloc bas']","['FIFA World Cup 2022', 'Copa America 2024']"
Exequiel Alejandro Palacios,28268.0,Bayer Leverkusen,DE,CDM,85,170-280M€,69,69,59,84,72,99,93,1.0,1.345260785,2,5,482.0,0.9273858921161826,8.0,5.0,97.0,106.0,"['4-2-3-1', '4-3-3', '3-5-2']",4-2-3-1,"['Passe de qualité', 'Pressing intense', 'Précision passe', 'Passes progressives', 'Passes clés']",['Finition'],"['Double pivot', 'Récupération', 'Bloc bas']",['Bundesliga 2023/24']
Alejandro Grimaldo García,10336.0,Bayer Leverkusen,DE,LWB,84,160-260M€,68,72,59,83,69,80,99,1.0,1.572721046,4,21,548.0,0.8102189781021898,7.0,4.0,64.0,135.0,"['3-4-3', '3-5-2', '5-3-2']",3-4-3,"['Passe de qualité', 'Pressing intense', 'Passes progressives', 'Passes clés']",['Finition'],"['Piston gauche', '3 derrière', 'Transitions']",['Bundesliga 2023/24']
Lionel Andrés Messi Cuccittini,5503.0,Barcelona,EU,ST,83,150-240M€,26,99,67,90,88,99,99,16.0,15.477418886,6,59,1505.0,0.8079734219269104,134.0,85.0,216.0,478.0,"['4-3-3', '4-4-2', '4-2-3-1']",4-3-3,"['Passe de qualité', 'Dribble efficace', 'Pressing intense', 'Vitesse', 'Passes progressives']","['Régularité', 'Expérience top niveau']","['Attaque directe', 'Pressing avant', 'Profondeur']",['La Liga 2020/21']
Piero Martín Hincapié Reyna,38004.0,Ecuador,EU,CB,83,150-240M€,47,76,52,94,60,99,56,0.0,0.640650643,0,1,652.0,0.9049079754601227,5.0,2.0,98.0,187.0,"['4-3-3', '3-5-2', '5-3-2']",4-3-3,"['Passe de qualité', 'Pressing intense', 'Précision passe', 'Passes progressives']",['Finition'],"['Ligne haute', 'Sortie balle au sol', 'Couverture de zone']","['FIFA World Cup 2022', 'Copa America 2024']"
Danilo Luís Hélio Pereira,13621.0,Paris Saint-Germain,FR,CB,83,150-240M€,26,78,52,96,72,69,99,0.0,0.02164392,0,1,636.0,0.9449685534591195,5.0,4.0,45.0,249.0,"['4-3-3', '3-5-2', '5-3-2']",4-3-3,"['Passe de qualité', 'Précision passe', 'Passes progressives', 'Dribble réussi']",['Finition'],"['Ligne haute', 'Sortie balle au sol', 'Couverture de zone']",['Ligue 1 2022/23']
Nicolás Alejandro Tagliafico,5507.0,Argentina,AR,LB,83,150-240M€,94,67,48,73,72,99,75,0.0,0.717372669,0,4,309.0,0.8446601941747572,8.0,5.0,95.0,92.0,"['4-3-3', '4-2-3-1', '3-4-3']",4-3-3,"['Pressing intense', 'Passes progressives', 'Passes clés']",['Finition'],"['Piston offensif', 'Débordement', 'Centres']","['FIFA World Cup 2022', 'Copa America 2024']"
Granit Xhaka,3500.0,Switzerland,CH,CDM,83,150-240M€,73,75,58,96,75,99,62,3.0,0.895927495,0,15,1159.0,0.9283865401207938,3.0,3.0,99.0,374.0,"['4-2-3-1', '4-3-3', '3-5-2']",4-2-3-1,"['Passe de qualité', 'Pressing intense', 'Précision passe', 'Passes progressives', 'Efficacité but']",['Finition'],"['Double pivot', 'Récupération', 'Bloc bas']","['UEFA Euro 2024', 'FIFA World Cup 2022']"
Lionel Andrés Messi Cuccittini,5503.0,Paris Saint-Germain,FR,ST,83,150-240M€,36,99,67,90,88,99,99,16.0,15.477418886,6,59,1505.0,0.8079734219269104,134.0,85.0,216.0,478.0,"['4-3-3', '4-4-2', '4-2-3-1']",4-3-3,"['Passe de qualité', 'Dribble efficace', 'Pressing intense', 'Vitesse', 'Passes progressives']","['Régularité', 'Expérience top niveau']","['Attaque directe', 'Pressing avant', 'Profondeur']",['Ligue 1 2022/23']
Pedro González López,30486.0,Barcelona,EU,CM,83,150-240M€,26,72,48,80,69,99,98,0.0,0.286872053,0,7,399.0,0.8671679197994987,7.0,4.0,156.0,137.0,"['4-3-3', '4-2-3-1', '3-5-2']",4-3-3,"['Passe de qualité', 'Pressing intense', 'Passes progressives', 'Passes clés']",['Finition'],"['Box-to-box', 'Pressing collectif', 'Transitions']",['La Liga 2020/21']
Lionel Andrés Messi Cuccittini,5503.0,Argentina,AR,ST,82,90-150M€,39,99,67,90,88,99,83,16.0,15.477418886,6,59,1505.0,0.8079734219269104,134.0,85.0,216.0,478.0,"['4-3-3', '4-4-2', '4-2-3-1']",4-3-3,"['Passe de qualité', 'Dribble efficace', 'Pressing intense', 'Vitesse', 'Passes progressives']","['Régularité', 'Expérience top niveau']","['Attaque directe', 'Pressing avant', 'Profondeur']","['FIFA World Cup 2022', 'Copa America 2024']"
Juan Bernat Velasco,15651.0,Paris Saint-Germain,FR,LWB,82,90-150M€,6,73,53,77,85,87,84,0.0,0.14499573500000001,1,6,350.0,0.9142857142857143,13.0,10.0,75.0,76.0,"['3-4-3', '3-5-2', '5-3-2']",3-4-3,"['Dribble efficace', 'Pressing intense', 'Précision passe', 'Passes progressives', 'Passes clés']",['Finition'],"['Piston gauche', '3 derrière', 'Transitions']",['Ligue 1 2022/23']
Vitor Machado Ferreira,34639.0,Portugal,PT,CDM,82,90-150M€,35,92,50,96,81,99,57,0.0,0.607647731,2,5,647.0,0.9273570324574961,13.0,8.0,157.0,204.0,"['4-2-3-1', '4-3-3', '3-5-2']",4-2-3-1,"['Passe de qualité', 'Dribble efficace', 'Pressing intense', 'Vitesse', 'Précision passe']",['Finition'],"['Double pivot', 'Récupération', 'Bloc bas']","['UEFA Euro 2024', 'FIFA World Cup 2022']"
Nuno Mendes,41092.0,Paris Saint-Germain,FR,LB,82,90-150M€,39,85,66,77,84,89,74,1.0,1.1586964,0,5,336.0,0.8928571428571429,22.0,11.0,79.0,106.0,"['4-3-3', '4-2-3-1', '3-4-3']",4-3-3,"['Dribble efficace', 'Pressing intense', 'Vitesse', 'Précision passe', 'Passes progressives']","['Régularité', 'Expérience top niveau']","['Piston offensif', 'Débordement', 'Centres']",['Ligue 1 2022/23']
Fabián Ruiz Peña,6655.0,Spain,ES,CDM,81,80-130M€,41,85,57,91,73,99,66,1.0,1.273939607,0,8,622.0,0.8971061093247589,12.0,5.0,195.0,164.0,"['4-2-3-1', '4-3-3', '3-5-2']",4-2-3-1,"['Passe de qualité', 'Pressing intense', 'Vitesse', 'Précision passe', 'Passes progressives']",['Finition'],"['Double pivot', 'Récupération', 'Bloc bas']",['UEFA Euro 2024']
Frenkie de Jong,8118.0,Netherlands,NL,CDM,81,80-130M€,68,99,44,95,94,99,50,0.0,0.48142251599999997,1,12,747.0,0.9196787148594378,18.0,15.0,106.0,221.0,"['4-2-3-1', '4-3-3', '3-5-2']",4-2-3-1,"['Passe de qualité', 'Dribble efficace', 'Pressing intense', 'Vitesse', 'Précision passe']",['Finition'],"['Double pivot', 'Récupération', 'Bloc bas']",['FIFA World Cup 2022']
Sergio Ramos García,5201.0,Real Madrid,ES,CB,79,70-110M€,24,75,70,96,65,95,46,2.0,1.694973795,0,0,681.0,0.9295154185022027,3.0,2.0,88.0,353.0,"['4-3-3', '3-5-2', '5-3-2']",4-3-3,"['Passe de qualité', 'Pressing intense', 'Précision passe', 'Passes progressives']","['Régularité', 'Expérience top niveau']","['Ligne haute', 'Sortie balle au sol', 'Couverture de zone']",['La Liga 2020/21']
Robert Andrich,9195.0,Germany,DE,CDM,79,70-110M€,64,85,61,94,75,99,44,3.0,1.1992252015,1,17,699.0,0.8955650929899857,9.0,6.0,113.0,215.0,"['4-2-3-1', '4-3-3', '3-5-2']",4-2-3-1,"['Passe de qualité', 'Pressing intense', 'Vitesse', 'Précision passe', 'Passes progressives']","['Régularité', 'Expérience top niveau']","['Double pivot', 'Récupération', 'Bloc bas']",['UEFA Euro 2024']
Florian Wirtz,40724.0,Bayer Leverkusen,DE,CAM,79,70-110M€,89,85,70,83,84,99,99,7.0,3.4723201489999997,2,21,558.0,0.8422939068100358,39.0,19.0,156.0,107.0,"['4-2-3-1', '4-3-3', '3-4-3']",4-2-3-1,"['Passe de qualité', 'Dribble efficace', 'Pressing intense', 'Vitesse', 'Passes progressives']","['Régularité', 'Expérience top niveau']","['Jeu de possession', 'Milieu créatif', 'Entre les lignes']",['Bundesliga 2023/24']
Cristian Gabriel Romero,20572.0,Argentina,AR,CB,78,60-100M€,15,66,40,83,71,76,85,0.0,0.0,0,1,380.0,0.9105263157894737,1.0,1.0,55.0,169.0,"['4-3-3', '3-5-2', '5-3-2']",4-3-3,"['Passe de qualité', 'Précision passe', 'Passes progressives']",['Finition'],"['Ligne haute', 'Sortie balle au sol', 'Couverture de zone']","['FIFA World Cup 2022', 'Copa America 2024']"
Nathan Tella,41411.0,Bayer Leverkusen,DE,RWB,78,60-100M€,56,74,68,63,79,91,72,3.0,1.220930788,1,8,172.0,0.813953488372093,19.0,6.0,83.0,30.0,"['3-4-3', '3-5-2', '5-3-2']",3-4-3,"['Pressing intense', 'Passes progressives', 'Efficacité but', 'Passes clés']",['Jeu de passe'],"['Piston droit', '3 derrière', 'Transitions']",['Bundesliga 2023/24']
Kylian Mbappé Lottin,3009.0,Paris Saint-Germain,FR,ST,78,60-100M€,41,83,71,75,84,91,99,12.0,9.942998927,2,13,418.0,0.7894736842105263,67.0,33.0,98.0,97.0,"['4-3-3', '4-4-2', '4-2-3-1']",4-3-3,"['Dribble efficace', 'Pressing intense', 'Vitesse', 'Passes progressives', 'Efficacité but']","['Régularité', 'Expérience top niveau']","['Attaque directe', 'Pressing avant', 'Profondeur']",['Ligue 1 2022/23']
Sergino Dest,21881.0,Barcelona,EU,RB,78,60-100M€,35,76,44,73,88,80,81,0.0,0.139796148,0,4,323.0,0.891640866873065,16.0,11.0,64.0,56.0,"['4-3-3', '4-2-3-1', '3-4-3']",4-3-3,"['Dribble efficace', 'Pressing intense', 'Précision passe', 'Passes progressives', 'Passes clés']",['Finition'],"['Piston offensif', 'Débordement', 'Centres']",['La Liga 2020/21']
Odilon Kossonou,27133.0,Bayer Leverkusen,DE,CB,78,60-100M€,32,72,40,85,65,68,93,0.0,0.023349753,0,4,440.0,0.9227272727272727,6.0,3.0,42.0,152.0,"['4-3-3', '3-5-2', '5-3-2']",4-3-3,"['Passe de qualité', 'Précision passe', 'Passes progressives', 'Passes clés']",['Finition'],"['Ligne haute', 'Sortie balle au sol', 'Couverture de zone']",['Bundesliga 2023/24']
Marcos Aoás Corrêa,4372.0,Brazil,BR,CB,78,60-100M€,18,70,44,95,40,87,55,0.0,0.46186154700000004,0,2,624.0,0.9310897435897436,0.0,0.0,75.0,283.0,"['4-3-3', '3-5-2', '5-3-2']",4-3-3,"['Passe de qualité', 'Pressing intense', 'Précision passe', 'Passes progressives']","['Finition', 'Dribble']","['Ligne haute', 'Sortie balle au sol', 'Couverture de zone']","['FIFA World Cup 2022', 'Copa America 2024']"
Alexis Mac Allister,27886.0,Argentina,AR,CM,77,60-90M€,12,65,58,72,76,89,80,1.0,0.878611924,2,4,265.0,0.8867924528301887,8.0,6.0,94.0,78.0,"['4-3-3', '4-2-3-1', '3-5-2']",4-3-3,"['Pressing intense', 'Précision passe', 'Passes progressives', 'Passes clés', 'Dribble réussi']",['Finition'],"['Box-to-box', 'Pressing collectif', 'Transitions']","['FIFA World Cup 2022', 'Copa America 2024']"
Rodrigo Javier De Paul,7797.0,Argentina,AR,CM,77,60-90M€,59,77,47,76,66,88,92,0.0,0.176562901,1,9,370.0,0.8054054054054054,10.0,3.0,92.0,136.0,"['4-3-3', '4-2-3-1', '3-5-2']",4-3-3,"['Pressing intense', 'Passes progressives', 'Passes clés']",['Finition'],"['Box-to-box', 'Pressing collectif', 'Transitions']","['FIFA World Cup 2022', 'Copa America 2024']"
Nuno Mendes,41092.0,Portugal,PT,LB,77,60-90M€,14,85,66,77,84,89,53,1.0,1.1586964,0,5,336.0,0.8928571428571429,22.0,11.0,79.0,106.0,"['4-3-3', '4-2-3-1', '3-4-3']",4-3-3,"['Dribble efficace', 'Pressing intense', 'Vitesse', 'Précision passe', 'Passes progressives']","['Régularité', 'Expérience top niveau']","['Piston offensif', 'Débordement', 'Centres']",['UEFA Euro 2024']
Florian Wirtz,40724.0,Germany,DE,RW,77,60-90M€,70,85,70,83,84,99,46,7.0,3.4723201489999997,2,21,558.0,0.8422939068100358,39.0,19.0,156.0,107.0,"['4-3-3', '4-2-3-1', '3-4-3']",4-3-3,"['Passe de qualité', 'Dribble efficace', 'Pressing intense', 'Vitesse', 'Passes progressives']","['Régularité', 'Expérience top niveau']","['Haute pression', 'Ailier haut', 'Contre-pressing']",['UEFA Euro 2024']
Achraf Hakimi Mouh,5245.0,Morocco,MA,RB,77,60-90M€,33,78,64,76,85,99,45,1.0,0.34268507,0,4,373.0,0.8954423592493298,17.0,9.0,109.0,59.0,"['4-3-3', '4-2-3-1', '3-4-3']",4-3-3,"['Dribble efficace', 'Pressing intense', 'Précision passe', 'Passes progressives', 'Passes clés']","['Régularité', 'Expérience top niveau']","['Piston offensif', 'Débordement', 'Centres']",['FIFA World Cup 2022']
Jonathan Tah,8221.0,Germany,DE,CB,76,50-80M€,43,71,49,97,71,88,44,0.0,0.738013774,1,1,829.0,0.9565741857659831,1.0,1.0,76.0,275.0,"['4-3-3', '3-5-2', '5-3-2']",4-3-3,"['Passe de qualité', 'Pressing intense', 'Précision passe', 'Passes progressives']",['Finition'],"['Ligne haute', 'Sortie balle au sol', 'Couverture de zone']",['UEFA Euro 2024']
Kylian Mbappé Lottin,3009.0,France,FR,LW,76,50-80M€,19,83,71,75,84,91,55,12.0,9.942998927,2,13,418.0,0.7894736842105263,67.0,33.0,98.0,97.0,"['4-3-3', '4-2-3-1', '3-4-3']",4-3-3,"['Dribble efficace', 'Pressing intense', 'Vitesse', 'Passes progressives', 'Efficacité but']","['Régularité', 'Expérience top niveau']","['Haute pression', 'Ailier haut', 'Contre-pressing']","['UEFA Euro 2024', 'FIFA World Cup 2022']"
Federico Santiago Valverde Dipetta,6773.0,Uruguay,EU,CM,76,50-80M€,12,72,65,75,69,89,73,3.0,2.3901746729999997,0,9,320.0,0.828125,7.0,4.0,94.0,141.0,"['4-3-3', '4-2-3-1', '3-5-2']",4-3-3,"['Pressing intense', 'Passes progressives', 'Efficacité but', 'Passes clés']","['Régularité', 'Expérience top niveau']","['Box-to-box', 'Pressing collectif', 'Transitions']","['FIFA World Cup 2022', 'Copa America 2024']"
Nicolás Alejandro Tagliafico,5507.0,Lyon,EU,LWB,75,50-80M€,35,67,48,73,72,99,44,0.0,0.717372669,0,4,309.0,0.8446601941747572,8.0,5.0,95.0,92.0,"['3-4-3', '3-5-2', '5-3-2']",3-4-3,"['Pressing intense', 'Passes progressives', 'Passes clés']",['Finition'],"['Piston gauche', '3 derrière', 'Transitions']",['Ligue 1 2022/23']
Anssumane Fati,30756.0,Barcelona,EU,LW,75,50-80M€,63,72,73,63,92,67,66,4.0,1.494072093,0,7,149.0,0.8590604026845637,20.0,15.0,52.0,19.0,"['4-3-3', '4-2-3-1', '3-4-3']",4-3-3,"['Dribble efficace', 'Efficacité but', 'Passes clés', 'Dribble réussi']",['Jeu de passe'],"['Haute pression', 'Ailier haut', 'Contre-pressing']",['La Liga 2020/21']
Warren Zaire Emery,144059.0,Paris Saint-Germain,FR,CM,74,40-70M€,14,61,42,71,61,99,77,0.0,0.197163204,0,2,263.0,0.8973384030418251,8.0,2.0,114.0,49.0,"['4-3-3', '4-2-3-1', '3-5-2']",4-3-3,"['Pressing intense', 'Précision passe', 'Passes progressives']",['Finition'],"['Box-to-box', 'Pressing collectif', 'Transitions']",['Ligue 1 2022/23']
Exequiel Alejandro Palacios,28268.0,Argentina,AR,CM,74,40-70M€,25,69,59,84,72,91,51,1.0,1.345260785,2,5,482.0,0.9273858921161826,8.0,5.0,97.0,106.0,"['4-3-3', '4-2-3-1', '3-5-2']",4-3-3,"['Passe de qualité', 'Pressing intense', 'Précision passe', 'Passes progressives', 'Passes clés']",['Finition'],"['Box-to-box', 'Pressing collectif', 'Transitions']","['FIFA World Cup 2022', 'Copa America 2024']"
Neymar da Silva Santos Junior,4320.0,Paris Saint-Germain,FR,CAM,74,40-70M€,7,81,64,70,87,76,74,2.0,1.233128668,1,9,275.0,0.8290909090909091,17.0,10.0,68.0,81.0,"['4-2-3-1', '4-3-3', '3-4-3']",4-2-3-1,"['Dribble efficace', 'Vitesse', 'Passes progressives', 'Passes clés']","['Régularité', 'Expérience top niveau']","['Jeu de possession', 'Milieu créatif', 'Entre les lignes']",['Ligue 1 2022/23']
Óscar Mingueza García,43728.0,Barcelona,EU,CB,74,40-70M€,18,61,55,77,60,75,80,1.0,0.533186991,0,2,312.0,0.9423076923076923,5.0,2.0,54.0,89.0,"['4-3-3', '3-5-2', '5-3-2']",4-3-3,"['Précision passe', 'Passes progressives']",['Finition'],"['Ligne haute', 'Sortie balle au sol', 'Couverture de zone']",['La Liga 2020/21']
Ousmane Dembélé,5477.0,Barcelona,EU,RW,73,40-60M€,71,82,59,70,86,85,79,1.0,1.683614432,2,17,338.0,0.7692307692307693,40.0,22.0,86.0,88.0,"['4-3-3', '4-2-3-1', '3-4-3']",4-3-3,"['Dribble efficace', 'Pressing intense', 'Vitesse', 'Passes progressives', 'Passes clés']",['Finition'],"['Haute pression', 'Ailier haut', 'Contre-pressing']",['La Liga 2020/21']
Neymar da Silva Santos Junior,4320.0,Brazil,BR,CAM,73,40-60M€,39,81,64,70,87,76,47,2.0,1.233128668,1,9,275.0,0.8290909090909091,17.0,10.0,68.0,81.0,"['4-2-3-1', '4-3-3', '3-4-3']",4-2-3-1,"['Dribble efficace', 'Vitesse', 'Passes progressives', 'Passes clés']","['Régularité', 'Expérience top niveau']","['Jeu de possession', 'Milieu créatif', 'Entre les lignes']",['FIFA World Cup 2022']
Jeremie Frimpong,32712.0,Bayer Leverkusen,DE,RWB,71,30-50M€,31,74,58,64,83,76,69,1.0,1.41489116,1,8,176.0,0.8295454545454546,19.0,9.0,55.0,35.0,"['3-4-3', '3-5-2', '5-3-2']",3-4-3,"['Dribble efficace', 'Passes progressives', 'Passes clés']","['Jeu de passe', 'Finition']","['Piston droit', '3 derrière', 'Transitions']",['Bundesliga 2023/24']
Ousmane Dembélé,5477.0,France,FR,RW,71,30-50M€,74,82,59,70,86,85,51,1.0,1.683614432,2,17,338.0,0.7692307692307693,40.0,22.0,86.0,88.0,"['4-3-3', '4-2-3-1', '3-4-3']",4-3-3,"['Dribble efficace', 'Pressing intense', 'Vitesse', 'Passes progressives', 'Passes clés']",['Finition'],"['Haute pression', 'Ailier haut', 'Contre-pressing']","['UEFA Euro 2024', 'FIFA World Cup 2022']"
Nicolás Hernán Otamendi,3090.0,Argentina,AR,CB,71,30-50M€,72,63,88,83,40,62,81,1.0,0.7835,1,0,353.0,0.9320113314447592,0.0,0.0,30.0,160.0,"['4-3-3', '3-5-2', '5-3-2']",4-3-3,"['Passe de qualité', 'Finition', 'Précision passe', 'Passes progressives']",['Dribble'],"['Ligne haute', 'Sortie balle au sol', 'Couverture de zone']","['FIFA World Cup 2022', 'Copa America 2024']"
Federico Santiago Valverde Dipetta,6773.0,Real Madrid,ES,CM,71,30-50M€,44,72,65,75,69,89,49,3.0,2.3901746729999997,0,9,320.0,0.828125,7.0,4.0,94.0,141.0,"['4-3-3', '4-2-3-1', '3-5-2']",4-3-3,"['Pressing intense', 'Passes progressives', 'Efficacité but', 'Passes clés']","['Régularité', 'Expérience top niveau']","['Box-to-box', 'Pressing collectif', 'Transitions']",['La Liga 2020/21']
Josip Stanišić,49337.0,Bayer Leverkusen,DE,CB,70,20-40M€,35,60,55,75,72,66,80,1.0,0.153565508,1,5,320.0,0.89375,5.0,4.0,39.0,79.0,"['4-3-3', '3-5-2', '5-3-2']",4-3-3,"['Précision passe', 'Passes progressives', 'Passes clés', 'Dribble réussi']",['Finition'],"['Ligne haute', 'Sortie balle au sol', 'Couverture de zone']",['Bundesliga 2023/24']
Kyle Walker,3205.0,England,EN,CB,70,20-40M€,45,63,40,75,62,69,72,0.0,0.0,0,1,282.0,0.8794326241134752,4.0,2.0,45.0,110.0,"['4-3-3', '3-5-2', '5-3-2']",4-3-3,['Passes progressives'],['Finition'],"['Ligne haute', 'Sortie balle au sol', 'Couverture de zone']",['UEFA Euro 2024']
Declan Rice,3943.0,England,EN,CDM,70,20-40M€,48,61,48,77,65,70,77,0.0,0.290830373,1,0,301.0,0.9136212624584718,3.0,2.0,46.0,112.0,"['4-2-3-1', '4-3-3', '3-5-2']",4-2-3-1,"['Précision passe', 'Passes progressives']",['Finition'],"['Double pivot', 'Récupération', 'Bloc bas']",['UEFA Euro 2024']
